age,sex,is_closed,has_high_education,relation_status,number_of_relatives,len_of_about,number_of_activities,number_of_books,number_of_friends,number_of_followers,number_of_interests,number_of_groups,number_of_movies,len_of_status,age_hidden
59,0,0,1,1,3,295,1,1,85,71,6,62,4,16,0
28,1,0,1,1,4,106,1,4,998,300,1,12,13,0,0
24,0,0,0,0,0,0,0,0,448,277,0,51,0,4,0
29,0,0,0,0,0,0,0,0,540,210,0,288,0,0,0
33,1,0,0,0,0,0,0,0,281,52,0,3,0,0,0
53,0,0,1,1,5,21,4,11,203,159,8,42,9,0,0
37,1,0,0,0,0,0,0,0,245,96,0,93,0,4,0
33,1,0,0,0,0,0,0,0,223,96,0,164,0,0,0
37,0,0,0,0,0,0,0,0,88,78,0,37,0,6,0
35,1,0,1,4,0,0,1,1,37,2,3,4,1,0,0
45,1,0,0,0,0,0,0,0,775,37,0,54,0,3,0
44,1,0,0,0,0,0,0,0,19,30,0,18,0,0,0
0,1,0,0,0,0,0,0,0,492,375,0,77,0,0,1
28,0,0,0,0,0,0,0,0,215,428,0,64,0,0,0
58,0,0,0,0,0,0,0,0,114,87,0,447,0,0,0
44,0,0,0,0,0,0,0,0,109,43,0,12,0,0,0
26,1,0,0,0,0,0,0,0,308,180,0,58,0,1,0
52,1,0,0,0,0,0,0,0,162,34,0,52,0,0,0
48,0,0,1,0,4,0,1,1,37,12,1,0,1,0,0
52,1,0,0,0,0,0,0,0,30,10,0,1,0,0,0
29,0,0,1,0,4,0,1,4,316,301,1,104,5,6,0
25,1,0,1,4,9,4,2,1,541,533,4,228,1,0,0
56,1,0,0,0,0,0,0,0,32,11,0,5,0,0,0
44,1,0,1,4,2,0,1,1,55,18,1,4,1,0,0
35,1,0,0,0,0,0,0,0,359,208,0,181,0,3,0
48,0,0,0,0,0,0,0,0,187,323,0,67,0,0,0
55,1,0,0,0,0,0,0,0,37,15,0,1,0,0,0
42,1,0,0,0,0,0,0,0,127,67,0,0,0,10,0
38,0,0,0,0,0,0,0,0,300,400,0,122,0,0,0
31,0,0,0,0,0,0,0,0,204,74,0,24,0,0,0
42,1,0,1,1,1,0,1,1,142,46,1,118,1,0,0
35,0,0,0,0,0,0,0,0,258,90,0,8,0,0,0
42,0,0,0,0,0,0,0,0,204,57,0,24,0,0,0
29,0,0,1,4,0,0,1,1,251,433,1,22,1,14,0
57,1,0,1,0,0,1,1,1,29,17,6,1,1,0,0
39,1,0,0,0,0,0,0,0,311,14,0,21,0,0,0
44,0,0,1,1,3,0,1,1,182,132,1,24,1,0,0
0,1,0,0,0,0,0,0,0,135,0,0,66,0,16,1
36,0,0,1,4,0,0,1,1,88,97,1,27,1,0,0
25,1,0,0,0,0,0,0,0,301,87,0,37,0,0,0
44,0,0,1,1,1,0,1,1,75,66,1,117,1,0,0
25,1,0,0,0,0,0,0,0,35,136,0,10,0,0,0
25,1,0,1,8,2,12,1,2,64,134,3,46,6,0,0
45,1,0,0,0,0,0,0,0,31,11,0,1,0,3,0
0,1,0,0,0,0,0,0,0,45,14,0,22,0,0,1
24,0,0,1,4,0,0,1,1,287,247,1,30,1,0,0
25,0,0,1,0,0,0,1,1,59,136,1,20,1,0,0
58,0,0,0,0,0,0,0,0,97,30,0,49,0,0,0
53,1,0,0,0,0,0,0,0,76,32,0,60,0,0,0
69,0,0,1,0,0,0,1,1,25,15,1,0,1,0,0
39,1,0,0,0,0,0,0,0,730,162,0,62,0,0,0
32,1,0,0,0,0,0,0,0,147,56,0,30,0,0,0
31,0,0,1,4,5,0,1,1,959,1016,5,91,1,1,0
52,0,0,0,0,0,0,0,0,52,11,0,0,0,0,0
32,0,0,0,0,0,0,0,0,449,221,0,508,0,0,0
0,0,0,0,0,0,0,0,0,793,213,0,27,0,5,1
39,0,0,1,4,2,0,1,1,136,92,1,35,3,15,0
27,1,0,0,0,0,0,0,0,25,32,0,0,0,0,0
45,0,0,1,0,1,0,1,1,137,10,1,10,1,0,0
39,1,0,0,0,0,0,0,0,73,12,0,9,0,6,0
0,1,0,1,0,0,0,1,1,159,158,1,87,1,0,1
0,0,0,0,0,0,0,0,0,153,360,0,35,0,0,1
64,1,0,0,0,0,0,0,0,257,33,0,10,0,0,0
25,0,0,1,4,2,8,1,4,104,90,1,35,8,0,0
31,0,0,1,4,7,74,1,1,152,336,1,312,1,8,0
37,0,0,0,0,0,0,0,0,111,223,0,155,0,0,0
42,0,0,1,4,0,0,1,1,96,65,1,22,1,0,0
0,1,0,0,0,0,0,0,0,115,42,0,4,0,0,1
34,1,0,0,0,0,0,0,0,234,23,0,21,0,0,0
41,1,0,0,0,0,0,0,0,30,7,0,4,0,0,0
27,0,0,0,0,0,0,0,0,359,150,0,69,0,0,0
39,1,0,0,0,0,0,0,0,367,66,0,5,0,0,0
38,0,0,0,0,0,0,0,0,356,415,0,158,0,5,0
32,1,0,0,0,0,0,0,0,162,18,0,32,0,0,0
33,1,0,1,0,1,0,1,1,53,71,1,48,1,2,0
25,0,0,0,0,0,0,0,0,242,493,0,246,0,1,0
0,1,0,0,0,0,0,0,0,312,206,0,53,0,1,1
40,0,0,0,0,0,0,0,0,165,167,0,40,0,0,0
21,1,0,1,0,1,0,1,5,125,129,1,63,7,0,0
34,1,0,0,0,0,0,0,0,279,131,0,38,0,0,0
40,0,0,0,0,0,0,0,0,106,134,0,34,0,0,0
44,1,0,0,0,0,0,0,0,113,55,0,17,0,0,0
0,1,0,0,0,0,0,0,0,288,259,0,481,0,0,1
0,0,0,0,0,0,0,0,0,37,17,0,17,0,0,1
22,1,0,0,0,0,0,0,0,55,2,0,18,0,0,0
38,1,0,0,0,0,0,0,0,187,253,0,390,0,0,0
28,1,0,0,0,0,0,0,0,0,64,0,8,0,16,0
36,1,0,0,0,0,0,0,0,171,59,0,14,0,7,0
42,1,0,0,0,0,0,0,0,66,16,0,13,0,0,0
0,0,0,0,0,0,0,0,0,2371,297,0,250,0,27,1
36,1,0,0,0,0,0,0,0,110,28,0,16,0,0,0
53,1,0,0,0,0,0,0,0,51,19,0,14,0,0,0
58,0,0,1,0,0,0,1,1,61,44,1,80,1,0,0
32,0,0,1,4,1,3,3,2,533,145,1,152,11,12,0
32,0,0,0,0,0,0,0,0,63,475,0,561,0,0,0
35,1,0,0,0,0,0,0,0,332,845,0,73,0,0,0
41,0,0,0,0,0,0,0,0,190,141,0,68,0,0,0
62,0,0,0,0,0,0,0,0,79,24,0,11,0,0,0
37,1,0,0,0,0,0,0,0,59,42,0,12,0,0,0
23,1,0,0,0,0,0,0,0,199,137,0,67,0,9,0
43,1,0,1,4,4,19,1,1,158,84,2,20,2,0,0
59,0,0,1,0,0,0,1,1,19,4,1,1,1,0,0
37,0,0,0,0,0,0,0,0,164,167,0,38,0,16,0
31,1,0,0,0,0,0,0,0,33,51,0,2,0,13,0
25,1,0,1,4,3,1,1,2,88,159,1,44,1,4,0
27,0,0,0,0,0,0,0,0,43,366,0,39,0,13,0
23,0,0,0,0,0,0,0,0,80,891,0,74,0,0,0
56,0,0,0,0,0,0,0,0,73,10,0,24,0,0,0
35,1,0,0,0,0,0,0,0,78,11,0,9,0,4,0
36,0,0,1,6,4,1,1,1,312,284,1,92,1,0,0
0,1,0,1,0,1,0,1,1,157,102,1,24,1,0,1
37,1,0,0,0,0,0,0,0,152,290,0,185,0,0,0
41,0,0,0,0,0,0,0,0,119,99,0,30,0,0,0
61,1,0,1,1,0,5,1,2,842,112,2,113,1,0,0
0,1,0,1,4,9,248,1,1,237,71,1,34,4,1,1
41,1,0,1,4,1,2,1,1,306,49,4,28,1,2,0
0,0,0,0,0,0,0,0,0,290,251,0,36,0,0,1
42,0,0,0,0,0,0,0,0,124,135,0,88,0,0,0
25,0,0,1,0,3,182,1,1,71,216,1,70,1,29,0
26,1,0,1,0,0,0,1,1,63,72,4,4,1,0,0
41,0,0,0,0,0,0,0,0,53,59,0,18,0,0,0
32,1,0,1,0,0,17,1,1,562,72,1,8,1,10,0
33,1,0,0,0,0,0,0,0,104,21,0,35,0,15,0
0,1,0,0,0,0,0,0,0,163,214,0,41,0,0,1
43,0,0,0,0,0,0,0,0,190,30,0,87,0,12,0
38,1,0,0,0,0,0,0,0,179,54,0,1,0,0,0
36,0,0,0,0,0,0,0,0,333,227,0,19,0,1,0
49,0,0,1,0,0,0,1,1,61,36,1,5,1,0,0
56,0,0,1,4,0,0,1,1,44,10,1,0,1,0,0
34,0,0,0,0,0,0,0,0,566,1372,0,279,0,7,0
42,0,0,0,0,0,0,0,0,650,249,0,90,0,2,0
48,1,0,1,1,4,0,1,1,30,27,1,2,2,0,0
43,1,0,1,4,0,6,6,7,1835,68,7,29,8,8,0
0,0,0,0,0,0,0,0,0,472,319,0,289,0,0,1
54,1,0,0,0,0,0,0,0,45,7,0,1,0,0,0
31,0,0,0,0,0,0,0,0,175,56,0,12,0,0,0
56,1,0,1,0,0,0,1,1,42,12,2,3,1,0,0
53,1,0,1,4,0,0,1,1,39,9,1,4,1,5,0
33,1,0,0,0,0,0,0,0,343,209,0,26,0,4,0
43,0,0,1,4,5,14,1,1,1036,268,1,50,1,4,0
51,1,0,0,0,0,0,0,0,55,7,0,3,0,0,0
44,0,0,0,0,0,0,0,0,323,110,0,44,0,0,0
63,0,0,1,0,0,0,1,1,69,41,1,28,1,0,0
41,0,0,0,0,0,0,0,0,181,126,0,17,0,12,0
0,1,0,0,0,0,0,0,0,193,426,0,205,0,4,1
61,1,0,1,4,9,0,2,6,88,5,3,1,4,0,0
25,0,0,0,0,0,0,0,0,92,300,0,13,0,6,0
38,0,0,0,0,0,0,0,0,232,86,0,148,0,0,0
25,1,0,1,0,0,0,1,1,260,144,1,8,1,0,0
30,1,0,0,0,0,0,0,0,125,9,0,41,0,0,0
52,1,0,0,0,0,0,0,0,83,21,0,9,0,0,0
63,0,0,0,0,0,0,0,0,30,25,0,4,0,0,0
47,0,0,0,0,0,0,0,0,107,49,0,6,0,1,0
48,0,0,0,0,0,0,0,0,63,40,0,25,0,0,0
50,0,0,0,0,0,0,0,0,221,327,0,112,0,4,0
0,1,0,0,0,0,0,0,0,63,372,0,24,0,0,1
43,1,0,0,0,0,0,0,0,435,90,0,67,0,0,0
50,0,0,1,1,4,9,1,5,92,83,2,55,5,0,0
29,0,0,0,0,0,0,0,0,400,1,0,192,0,0,0
47,1,0,1,0,0,0,1,1,23,10,1,1,1,0,0
38,1,0,0,0,0,0,0,0,101,21,0,1,0,0,0
58,1,0,1,4,0,4,1,1,30,4,1,0,1,0,0
41,0,0,0,0,0,0,0,0,27,7,0,1,0,0,0
30,0,0,0,0,0,0,0,0,682,592,0,168,0,16,0
0,0,0,1,4,2,4,1,1,133,87,2,43,5,0,1
35,0,0,1,2,2,0,1,2,177,213,2,22,1,10,0
37,1,0,0,0,0,0,0,0,144,60,0,94,0,0,0
0,0,0,0,0,0,0,0,0,271,548,0,101,0,0,1
55,1,0,1,4,0,0,1,1,7,25,1,0,1,0,0
39,1,0,0,0,0,0,0,0,168,77,0,62,0,0,0
25,0,0,1,0,4,2,1,1,157,185,1,37,1,0,0
43,0,0,1,4,2,48,3,1,226,224,11,17,1,0,0
42,1,0,0,0,0,0,0,0,104,14,0,76,0,0,0
58,1,0,0,0,0,0,0,0,66,9,0,1,0,0,0
28,1,0,0,0,0,0,0,0,251,127,0,25,0,0,0
57,0,0,0,0,0,0,0,0,37,13,0,3,0,0,0
55,1,0,1,2,1,0,1,1,37,6,1,1,1,0,0
44,1,0,0,0,0,0,0,0,222,32,0,9,0,0,0
43,0,0,0,0,0,0,0,0,140,55,0,73,0,23,0
38,1,0,0,0,0,0,0,0,324,118,0,9,0,8,0
42,0,0,0,0,0,0,0,0,40,30,0,2,0,0,0
33,1,0,0,0,0,0,0,0,214,38,0,32,0,0,0
54,1,0,1,4,0,3,1,1,62,31,1,7,1,0,0
32,1,0,0,0,0,0,0,0,25,7,0,2,0,0,0
40,1,0,0,0,0,0,0,0,176,31,0,37,0,0,0
33,1,0,0,0,0,0,0,0,100,49,0,2,0,0,0
0,1,0,0,0,0,0,0,0,60,11,0,4,0,0,1
22,1,0,0,0,0,0,0,0,79,146,0,37,0,0,0
24,0,0,0,0,0,0,0,0,112,171,0,30,0,0,0
50,1,0,0,0,0,0,0,0,466,134,0,4,0,4,0
38,1,0,1,4,0,3,1,3,35,15,3,1,4,0,0
51,1,0,0,0,0,0,0,0,117,16,0,1,0,0,0
33,1,0,0,0,0,0,0,0,148,43,0,15,0,3,0
32,1,0,0,0,0,0,0,0,72,62,0,49,0,0,0
45,1,0,0,0,0,0,0,0,114,35,0,19,0,0,0
0,1,0,1,1,0,8,1,7,131,53,1,54,12,0,1
0,1,0,0,0,0,0,0,0,220,72,0,2,0,17,1
22,0,0,0,0,0,0,0,0,70,212,0,101,0,3,0
31,1,0,0,0,0,0,0,0,275,67,0,22,0,1,0
73,0,0,1,0,0,8,1,1,17,8,1,2,1,0,0
0,0,0,1,0,1,0,1,1,176,604,1,62,1,2,1
41,1,0,0,0,0,0,0,0,161,40,0,37,0,18,0
50,0,0,0,0,0,0,0,0,163,184,0,106,0,0,0
47,1,0,0,0,0,0,0,0,71,217,0,36,0,0,0
0,1,0,1,0,0,0,1,1,98,24,1,18,1,0,1
38,1,0,0,0,0,0,0,0,200,83,0,23,0,0,0
39,0,0,1,4,0,0,1,1,26,37,1,11,1,0,0
60,1,0,1,4,1,0,1,1,39,3,1,0,1,0,0
29,1,0,0,0,0,0,0,0,81,61,0,19,0,0,0
22,0,0,1,0,1,0,1,1,86,73,1,37,1,0,0
25,0,0,0,0,0,0,0,0,524,420,0,41,0,0,0
47,1,0,1,4,0,0,1,1,44,22,1,9,1,0,0
46,1,0,1,1,3,2,4,11,64,42,5,11,8,0,0
50,1,0,1,4,0,0,1,1,107,14,1,2,2,0,0
28,1,0,0,0,0,0,0,0,463,139,0,85,0,4,0
26,1,0,0,0,0,0,0,0,102,311,0,29,0,0,0
37,0,0,0,0,0,0,0,0,70,54,0,404,0,0,0
39,1,0,1,0,0,0,1,1,103,17,1,16,1,0,0
41,1,0,0,0,0,0,0,0,49,17,0,2,0,0,0
56,1,0,0,0,0,0,0,0,31,3,0,11,0,0,0
47,1,0,0,0,0,0,0,0,171,36,0,48,0,0,0
42,0,0,1,4,0,0,1,1,30,71,1,28,1,0,0
37,1,0,0,0,0,0,0,0,40,15,0,2,0,1,0
46,0,0,0,0,0,0,0,0,161,94,0,2,0,0,0
32,1,0,0,0,0,0,0,0,42,151,0,68,0,0,0
0,0,0,0,0,0,0,0,0,162,168,0,47,0,0,1
46,0,0,0,0,0,0,0,0,292,153,0,29,0,0,0
37,1,0,0,0,0,0,0,0,142,106,0,21,0,2,0
39,1,0,0,0,0,0,0,0,311,3,0,3,0,0,0
29,0,0,0,0,0,0,0,0,246,652,0,260,0,0,0
42,1,0,0,0,0,0,0,0,35,16,0,1,0,0,0
25,0,0,0,0,0,0,0,0,142,126,0,100,0,0,0
25,1,0,0,0,0,0,0,0,154,85,0,59,0,0,0
41,0,0,0,0,0,0,0,0,194,210,0,35,0,13,0
0,1,0,0,0,0,0,0,0,134,17,0,24,0,0,1
37,1,0,0,0,0,0,0,0,153,49,0,21,0,0,0
27,1,0,0,0,0,0,0,0,147,122,0,45,0,3,0
32,1,0,0,0,0,0,0,0,659,270,0,228,0,0,0
24,1,0,0,0,0,0,0,0,239,53,0,69,0,1,0
50,0,0,0,0,0,0,0,0,96,122,0,141,0,0,0
49,1,0,0,0,0,0,0,0,84,0,0,2,0,0,0
44,1,0,0,0,0,0,0,0,99,18,0,2,0,9,0
0,0,0,0,0,0,0,0,0,41,33,0,37,0,0,1
51,1,0,0,0,0,0,0,0,126,33,0,3,0,0,0
35,1,0,1,4,4,240,1,1,143,45,1,8,1,7,0
41,0,0,1,4,0,0,1,1,24,36,1,0,1,0,0
0,0,0,0,0,0,0,0,0,202,165,0,124,0,18,1
52,1,0,0,0,0,0,0,0,89,41,0,37,0,20,0
34,1,0,1,1,0,0,1,1,227,187,1,86,1,3,0
39,1,0,0,0,0,0,0,0,655,225,0,281,0,4,0
48,0,0,0,0,0,0,0,0,74,60,0,73,0,0,0
45,0,0,0,0,0,0,0,0,285,194,0,137,0,0,0
34,1,0,0,0,0,0,0,0,113,40,0,8,0,0,0
0,0,0,0,0,0,0,0,0,109,37,0,7,0,19,1
57,1,0,0,0,0,0,0,0,45,2,0,3,0,0,0
38,0,0,1,4,2,0,1,1,99,159,1,47,1,0,0
31,0,0,0,0,0,0,0,0,378,267,0,26,0,1,0
40,0,0,0,0,0,0,0,0,212,107,0,12,0,4,0
44,1,0,1,4,3,0,1,1,373,5,1,7,1,5,0
57,1,0,1,4,3,0,1,1,34,17,1,12,1,3,0
0,0,0,0,0,0,0,0,0,264,500,0,206,0,0,1
44,0,0,0,0,0,0,0,0,181,146,0,12,0,0,0
36,0,0,0,0,0,0,0,0,89,45,0,11,0,0,0
34,1,0,0,0,0,0,0,0,137,71,0,42,0,0,0
43,0,0,0,0,0,0,0,0,77,35,0,1,0,0,0
34,0,0,0,0,0,0,0,0,132,93,0,59,0,0,0
33,1,0,0,0,0,0,0,0,233,81,0,32,0,0,0
52,0,0,1,4,2,0,1,1,313,148,1,104,1,0,0
63,0,0,1,4,0,5,1,1,192,92,3,337,3,0,0
26,1,0,0,0,0,0,0,0,84,1696,0,276,0,10,0
27,1,0,0,0,0,0,0,0,71,130,0,74,0,0,0
32,0,0,0,0,0,0,0,0,99,81,0,5,0,0,0
43,0,0,0,0,0,0,0,0,89,82,0,42,0,1,0
39,0,0,1,1,0,0,1,1,210,158,1,41,1,0,0
26,1,0,0,0,0,0,0,0,343,121,0,100,0,0,0
31,1,0,0,0,0,0,0,0,193,75,0,14,0,0,0
46,0,0,1,4,1,3,1,1,1034,229,3,80,1,1,0
38,0,0,0,0,0,0,0,0,41,20,0,1,0,0,0
32,0,0,0,0,0,0,0,0,166,247,0,19,0,0,0
37,1,0,1,4,1,6,1,1,565,29,1,63,1,0,0
26,0,0,1,0,1,0,1,1,261,2017,1,91,1,1,0
39,0,0,0,0,0,0,0,0,418,410,0,446,0,2,0
40,1,0,0,0,0,0,0,0,167,137,0,24,0,0,0
42,0,0,1,4,0,0,1,3,152,98,1,34,1,0,0
51,1,0,0,0,0,0,0,0,72,27,0,9,0,0,0
27,0,0,1,0,2,0,1,1,256,204,1,116,1,1,0
33,1,0,0,0,0,0,0,0,94,39,0,25,0,0,0
42,0,0,1,0,1,0,1,1,193,120,2,114,1,9,0
44,1,0,0,0,0,0,0,0,135,22,0,9,0,0,0
23,1,0,1,0,0,0,1,1,24,0,1,9,1,5,0
26,0,0,1,4,2,0,1,1,229,239,1,27,1,0,0
60,1,0,0,0,0,0,0,0,69,39,0,1,0,0,0
64,0,0,0,0,0,0,0,0,202,55,0,45,0,0,0
31,1,0,1,1,4,0,1,1,481,65,1,17,1,1,0
28,0,0,1,0,3,0,1,1,318,462,1,145,1,5,0
0,1,0,0,0,0,0,0,0,265,59,0,85,0,0,1
45,1,0,1,1,1,0,1,1,115,16,1,1,1,0,0
0,1,0,1,0,0,0,3,4,90,71,1,18,6,1,1
40,1,0,0,0,0,0,0,0,78,21,0,20,0,0,0
32,0,0,0,0,0,0,0,0,274,330,0,73,0,0,0
40,0,0,0,0,0,0,0,0,104,84,0,7,0,8,0
26,1,0,1,0,0,0,1,1,137,31,1,7,1,0,0
0,0,0,0,0,0,0,0,0,112,154,0,136,0,0,1
45,1,0,1,0,1,0,1,1,95,6,1,9,1,0,0
22,0,0,0,0,0,0,0,0,122,99,0,48,0,0,0
29,1,0,1,4,5,0,1,1,175,21,4,2,13,0,0
57,1,0,0,0,0,0,0,0,197,85,0,21,0,0,0
35,1,0,1,1,0,0,1,1,153,32,1,2,1,0,0
50,0,0,0,0,0,0,0,0,24,11,0,19,0,0,0
31,1,0,0,0,0,0,0,0,237,42,0,34,0,0,0
32,1,0,1,1,0,0,1,1,563,61,1,9,1,0,0
33,0,0,0,0,0,0,0,0,211,147,0,37,0,0,0
0,0,0,0,0,0,0,0,0,57,137,0,133,0,17,1
57,1,0,0,0,0,0,0,0,78,9,0,46,0,9,0
42,0,0,1,4,7,0,1,2,317,429,8,179,2,0,0
28,0,0,0,0,0,0,0,0,222,176,0,11,0,1,0
47,0,0,0,0,0,0,0,0,82,72,0,146,0,0,0
35,0,0,1,4,2,0,1,1,216,304,1,161,1,0,0
25,0,0,0,0,0,0,0,0,298,183,0,92,0,0,0
52,1,0,0,0,0,0,0,0,75,17,0,0,0,0,0
39,1,0,0,0,0,0,0,0,124,32,0,12,0,1,0
52,0,0,0,0,0,0,0,0,52,102,0,46,0,0,0
44,0,0,1,1,1,0,1,1,174,137,1,98,1,0,0
41,0,0,0,0,0,0,0,0,103,10,0,120,0,11,0
35,0,0,0,0,0,0,0,0,158,270,0,21,0,5,0
49,1,0,0,0,0,0,0,0,57,10,0,2,0,2,0
60,0,0,1,4,1,0,1,1,257,163,1,370,1,0,0
42,0,0,0,0,0,0,0,0,108,67,0,12,0,0,0
38,0,0,0,0,0,0,0,0,262,254,0,323,0,0,0
54,0,0,0,0,0,0,0,0,51,32,0,0,0,3,0
42,1,0,0,0,0,0,0,0,243,112,0,38,0,0,0
40,1,0,1,4,1,1,1,1,53,5,1,1,1,0,0
29,1,0,0,0,0,0,0,0,295,311,0,54,0,12,0
28,1,0,1,1,0,3,1,1,70,36,1,3,1,0,0
36,1,0,0,0,0,0,0,0,154,127,0,18,0,0,0
62,0,0,0,0,0,0,0,0,24,13,0,2,0,0,0
41,1,0,1,4,1,0,1,1,117,27,1,2,1,0,0
47,0,0,0,0,0,0,0,0,291,102,0,73,0,0,0
47,0,0,0,0,0,0,0,0,94,46,0,1,0,0,0
51,0,0,0,0,0,0,0,0,79,29,0,15,0,0,0
37,1,0,1,6,0,0,1,1,107,33,1,17,1,0,0
55,1,0,0,0,0,0,0,0,20,9,0,121,0,0,0
45,1,0,0,0,0,0,0,0,97,325,0,379,0,7,0
37,0,0,0,0,0,0,0,0,130,40,0,36,0,4,0
30,0,0,0,0,0,0,0,0,126,93,0,23,0,0,0
0,0,0,1,1,1,133,1,8,252,186,8,45,7,5,1
22,1,0,0,0,0,0,0,0,180,76,0,27,0,3,0
48,1,0,0,0,0,0,0,0,69,20,0,6,0,5,0
59,0,0,1,4,0,3,1,2,84,40,1,4,1,0,0
58,0,0,0,0,0,0,0,0,47,13,0,2,0,0,0
0,1,0,1,7,0,0,1,1,109,12,1,7,1,0,1
37,0,0,0,0,0,0,0,0,26,45,0,1,0,0,0
38,1,0,0,0,0,0,0,0,41,18,0,6,0,0,0
26,0,0,0,0,0,0,0,0,982,953,0,601,0,22,0
45,1,0,0,0,0,0,0,0,112,25,0,7,0,0,0
50,1,0,0,0,0,0,0,0,100,47,0,3,0,0,0
28,0,0,0,0,0,0,0,0,97,661,0,29,0,0,0
44,0,0,1,4,3,0,1,1,133,161,2,11,1,0,0
31,0,0,1,1,1,2,1,1,175,195,1,80,6,14,0
38,1,0,0,0,0,0,0,0,39,43,0,4,0,0,0
38,1,0,1,4,0,0,1,1,127,9,1,5,1,0,0
36,0,0,0,0,0,0,0,0,86,85,0,59,0,1,0
51,0,0,1,4,1,0,1,1,52,36,1,27,1,0,0
54,0,0,0,0,0,0,0,0,161,90,0,14,0,0,0
46,0,0,0,0,0,0,0,0,648,110,0,7,0,0,0
55,0,0,0,0,0,0,0,0,26,16,0,15,0,0,0
65,0,0,1,1,0,0,1,1,17,13,1,0,1,0,0
32,1,0,0,0,0,0,0,0,91,53,0,4,0,0,0
35,0,0,1,4,6,0,1,1,389,369,1,245,3,0,0
37,0,0,0,0,0,0,0,0,125,55,0,7,0,0,0
47,1,0,0,0,0,0,0,0,167,22,0,2,0,4,0
40,1,0,0,0,0,0,0,0,76,64,0,23,0,5,0
37,1,0,0,0,0,0,0,0,485,223,0,60,0,0,0
60,0,0,0,0,0,0,0,0,147,63,0,71,0,18,0
28,1,0,1,4,3,0,1,1,394,184,1,53,1,6,0
43,1,0,1,7,5,2,1,7,77,0,1,33,20,3,0
49,1,0,1,4,1,12,1,2,99,17,1,11,3,0,0
53,1,0,0,0,0,0,0,0,39,117,0,49,0,0,0
39,1,0,0,0,0,0,0,0,104,44,0,65,0,0,0
48,0,0,1,4,0,0,1,1,302,518,1,57,1,0,0
30,1,0,0,0,0,0,0,0,303,265,0,64,0,0,0
28,1,0,0,0,0,0,0,0,65,118,0,34,0,0,0
27,0,0,0,0,0,0,0,0,624,1305,0,28,0,0,0
28,0,0,0,0,0,0,0,0,7,55,0,10,0,0,0
33,0,0,0,0,0,0,0,0,180,125,0,18,0,0,0
27,1,0,1,0,3,0,1,1,40,78,1,25,9,1,0
27,1,0,0,0,0,0,0,0,153,158,0,43,0,2,0
25,0,0,0,0,0,0,0,0,412,519,0,3,0,0,0
36,1,0,0,0,0,0,0,0,386,143,0,35,0,0,0
26,1,0,0,0,0,0,0,0,281,124,0,97,0,5,0
38,0,0,0,0,0,0,0,0,81,42,0,28,0,0,0
28,1,0,0,0,0,0,0,0,80,95,0,63,0,0,0
31,0,0,1,4,4,28,1,1,584,1567,6,27,1,10,0
43,1,0,0,0,0,0,0,0,81,52,0,25,0,26,0
37,1,0,0,0,0,0,0,0,126,52,0,37,0,0,0
28,0,0,1,0,2,0,1,1,464,228,1,101,1,8,0
63,0,0,1,0,0,0,1,1,36,16,1,6,1,0,0
36,1,0,0,0,0,0,0,0,97,81,0,37,0,0,0
27,0,0,0,0,0,0,0,0,171,111,0,1,0,2,0
24,1,0,1,2,1,0,1,1,239,174,1,29,1,9,0
32,0,0,0,0,0,0,0,0,201,114,0,40,0,6,0
66,0,0,0,0,0,0,0,0,43,16,0,2,0,0,0
29,1,0,0,0,0,0,0,0,164,129,0,30,0,0,0
37,0,0,1,4,0,9,1,1,3,18,1,0,5,0,0
46,1,0,0,0,0,0,0,0,278,65,0,43,0,0,0
24,0,0,0,0,0,0,0,0,38,114,0,22,0,0,0
83,0,0,0,0,0,0,0,0,37,0,0,6,0,0,0
56,1,0,0,0,0,0,0,0,94,19,0,11,0,0,0
32,1,0,0,0,0,0,0,0,214,81,0,25,0,0,0
0,1,0,1,0,0,0,1,1,268,22,1,14,1,9,1
57,0,0,0,0,0,0,0,0,92,53,0,45,0,0,0
54,1,0,0,0,0,0,0,0,44,20,0,12,0,0,0
69,1,0,1,4,0,0,1,1,18,6,1,1,1,0,0
49,1,0,0,0,0,0,0,0,301,145,0,63,0,11,0
30,0,0,0,0,0,0,0,0,499,502,0,276,0,4,0
44,1,0,0,0,0,0,0,0,73,26,0,10,0,0,0
32,0,0,0,0,0,0,0,0,246,293,0,37,0,1,0
39,0,0,0,0,0,0,0,0,81,68,0,23,0,0,0
32,1,0,0,0,0,0,0,0,55,4,0,1,0,0,0
47,1,0,0,0,0,0,0,0,520,21,0,37,0,5,0
42,0,0,0,0,0,0,0,0,56,118,0,32,0,0,0
25,0,0,0,0,0,0,0,0,108,894,0,302,0,0,0
67,1,0,0,0,0,0,0,0,16,79,0,125,0,12,0
30,0,0,1,0,6,20,1,1,363,132,6,6,1,9,0
39,1,0,0,0,0,0,0,0,79,14,0,4,0,0,0
0,0,0,1,0,1,0,1,1,71,49,1,39,1,0,1
47,0,0,1,0,0,0,1,1,148,102,1,181,1,9,0
35,1,0,0,0,0,0,0,0,172,56,0,16,0,0,0
32,0,0,0,0,0,0,0,0,283,314,0,77,0,0,0
41,1,0,0,0,0,0,0,0,58,29,0,62,0,0,0
21,0,0,1,5,1,5,1,1,24,203,2,34,1,4,0
36,1,0,1,0,0,0,1,1,114,37,1,8,1,0,0
25,0,0,0,0,0,0,0,0,2,113,0,10,0,0,0
25,0,0,0,0,0,0,0,0,153,236,0,26,0,0,0
