age,sex,is_closed,has_high_education,relation_status,number_of_relatives,len_of_about,number_of_activities,number_of_books,number_of_friends,number_of_followers,number_of_interests,number_of_groups,number_of_movies,len_of_status,age_hidden
40,0,0,1,4,4,0,1,1,94,49,1,8,1,0,0
35,1,0,0,0,0,0,0,0,494,292,0,102,0,0,0
30,1,0,1,0,0,1,1,1,208,49,1,12,1,0,0
39,1,0,1,1,0,0,1,1,15,37,1,0,1,0,0
49,1,0,0,0,0,0,0,0,1118,14,0,60,0,12,0
0,0,0,0,0,0,0,0,0,291,110,0,48,0,0,1
37,1,0,1,4,4,0,1,4,71,39,1,10,5,0,0
32,0,0,0,0,0,0,0,0,526,260,0,85,0,11,0
37,1,0,0,0,0,0,0,0,151,37,0,7,0,0,0
37,1,0,0,0,0,0,0,0,62,17,0,1,0,0,0
40,0,0,0,0,0,0,0,0,192,116,0,21,0,0,0
61,1,0,1,4,0,0,1,1,82,22,1,0,1,0,0
43,1,0,0,0,0,0,0,0,707,130,0,7,0,0,0
60,0,0,1,1,2,0,1,1,80,62,1,7,1,0,0
42,0,0,0,0,0,0,0,0,80,67,0,24,0,0,0
43,0,0,0,0,0,0,0,0,153,104,0,34,0,0,0
39,1,0,0,0,0,0,0,0,116,44,0,24,0,0,0
37,1,0,0,0,0,0,0,0,134,26,0,30,0,0,0
36,0,0,0,0,0,0,0,0,401,126,0,2,0,0,0
0,0,0,0,0,0,0,0,0,208,206,0,23,0,0,1
37,1,0,0,0,0,0,0,0,231,55,0,12,0,0,0
35,1,0,0,0,0,0,0,0,561,484,0,106,0,9,0
37,1,0,0,0,0,0,0,0,245,62,0,15,0,0,0
38,1,0,0,0,0,0,0,0,180,111,0,12,0,7,0
38,0,0,1,1,1,0,1,1,146,216,1,26,1,0,0
33,0,0,0,0,0,0,0,0,280,193,0,14,0,0,0
34,0,0,0,0,0,0,0,0,221,159,0,15,0,4,0
36,1,0,0,0,0,0,0,0,472,129,0,39,0,0,0
0,1,0,0,0,0,0,0,0,532,123,0,40,0,0,1
41,1,0,0,0,0,0,0,0,187,117,0,11,0,0,0
30,1,0,1,1,1,0,1,1,429,181,1,73,1,0,0
34,1,0,0,0,0,0,0,0,319,14,0,12,0,0,0
30,1,0,0,0,0,0,0,0,142,68,0,22,0,0,0
38,0,0,0,0,0,0,0,0,248,347,0,54,0,0,0
35,1,0,0,0,0,0,0,0,1016,480,0,61,0,5,0
35,1,0,0,0,0,0,0,0,184,20,0,7,0,0,0
28,1,0,0,0,0,0,0,0,244,281,0,97,0,2,0
37,0,0,0,0,0,0,0,0,339,113,0,55,0,16,0
32,1,0,0,0,0,0,0,0,234,37,0,4,0,0,0
37,1,0,0,0,0,0,0,0,181,495,0,97,0,5,0
37,1,0,1,4,1,0,1,1,126,21,1,1,1,0,0
40,0,0,0,0,0,0,0,0,133,140,0,68,0,0,0
32,1,0,0,0,0,0,0,0,256,67,0,4,0,0,0
34,0,0,0,0,0,0,0,0,181,151,0,55,0,12,0
31,0,0,1,1,4,15,1,1,329,612,1,147,1,6,0
35,0,0,0,0,0,0,0,0,240,931,0,83,0,0,0
42,1,0,0,0,0,0,0,0,555,208,0,52,0,0,0
37,0,0,1,4,0,3,1,1,47,31,2,0,4,0,0
34,0,0,0,0,0,0,0,0,267,209,0,46,0,0,0
59,1,0,0,0,0,0,0,0,104,17,0,27,0,0,0
38,1,0,1,0,1,0,1,1,211,120,1,47,1,12,0
30,1,0,0,0,0,0,0,0,189,232,0,82,0,0,0
31,1,0,1,2,3,0,1,1,179,129,1,76,1,11,0
38,1,0,1,1,1,0,1,1,512,94,1,29,1,0,0
41,0,0,0,0,0,0,0,0,130,22,0,2,0,0,0
28,0,0,0,0,0,0,0,0,230,4,0,25,0,2,0
38,1,0,1,4,5,4,1,2,437,98,5,28,1,19,0
33,1,0,0,0,0,0,0,0,376,76,0,45,0,1,0
37,1,0,0,0,0,0,0,0,253,73,0,13,0,0,0
31,0,0,0,0,0,0,0,0,540,367,0,88,0,0,0
35,1,0,0,0,0,0,0,0,160,57,0,34,0,0,0
41,1,0,1,4,0,0,1,1,200,38,1,1,2,0,0
34,1,0,1,4,1,0,7,3,1351,1256,16,308,1,0,0
43,0,0,0,0,0,0,0,0,210,287,0,14,0,9,0
35,1,0,0,0,0,0,0,0,107,28,0,3,0,0,0
0,0,0,1,4,1,0,1,1,224,624,1,162,1,0,1
51,0,0,1,0,0,0,1,1,92,24,1,6,1,10,0
39,1,0,1,0,0,94,1,1,888,103,5,0,1,10,0
28,0,0,0,0,0,0,0,0,239,460,0,163,0,0,0
32,1,0,0,0,0,0,0,0,396,126,0,102,0,0,0
37,0,0,0,0,0,0,0,0,258,423,0,80,0,0,0
36,1,0,1,6,0,0,1,2,192,57,1,7,2,0,0
32,0,0,0,0,0,0,0,0,94,28,0,0,0,0,0
37,0,0,0,0,0,0,0,0,136,158,0,23,0,0,0
31,0,0,0,0,0,0,0,0,92,225,0,54,0,0,0
39,1,0,0,0,0,0,0,0,93,28,0,6,0,0,0
42,1,0,0,0,0,0,0,0,94,7,0,2,0,0,0
42,1,0,0,0,0,0,0,0,227,22,0,3,0,1,0
31,0,0,0,0,0,0,0,0,284,520,0,81,0,0,0
34,1,0,1,0,0,35,1,8,88,30,5,34,7,13,0
39,1,0,0,0,0,0,0,0,111,41,0,19,0,0,0
31,0,0,0,0,0,0,0,0,203,425,0,37,0,11,0
32,1,0,0,0,0,0,0,0,716,298,0,33,0,0,0
34,1,0,0,0,0,0,0,0,152,28,0,15,0,0,0
37,1,0,0,0,0,0,0,0,251,53,0,207,0,2,0
35,0,0,1,4,3,1,2,4,294,346,2,70,2,15,0
31,1,0,0,0,0,0,0,0,412,74,0,18,0,0,0
30,0,0,0,0,0,0,0,0,343,166,0,120,0,2,0
31,0,0,1,2,0,0,1,1,38,58,1,1,1,0,0
33,0,0,0,0,0,0,0,0,170,318,0,60,0,2,0
38,1,0,1,0,0,0,1,1,70,15,1,0,1,0,0
33,1,0,0,0,0,0,0,0,108,536,0,21,0,1,0
36,1,0,0,0,0,0,0,0,87,38,0,3,0,0,0
39,1,0,0,0,0,0,0,0,329,102,0,13,0,0,0
31,1,0,0,0,0,0,0,0,75,25,0,2,0,0,0
36,1,0,0,0,0,0,0,0,716,239,0,71,0,0,0
43,1,0,0,0,0,0,0,0,179,40,0,24,0,0,0
31,0,0,0,0,0,0,0,0,458,919,0,154,0,0,0
0,0,0,0,0,0,0,0,0,143,276,0,214,0,0,1
0,0,0,1,4,6,0,1,1,611,697,1,20,1,0,1
29,0,0,0,0,0,0,0,0,266,770,0,75,0,0,0
0,1,0,0,0,0,0,0,0,293,93,0,30,0,0,1
31,0,0,0,0,0,0,0,0,464,209,0,48,0,0,0
34,0,0,0,0,0,0,0,0,75,201,0,5,0,0,0
38,0,0,0,0,0,0,0,0,168,99,0,6,0,0,0
0,1,0,1,0,0,0,1,1,224,145,1,37,1,0,1
36,1,0,1,1,0,0,1,3,960,407,7,34,16,4,0
32,1,0,0,0,0,0,0,0,394,644,0,263,0,8,0
34,1,0,0,0,0,0,0,0,459,214,0,15,0,9,0
34,1,0,0,0,0,0,0,0,269,270,0,38,0,6,0
36,1,0,1,4,1,0,1,1,351,38,1,15,1,0,0
39,0,0,0,0,0,0,0,0,1154,684,0,171,0,9,0
29,0,0,0,0,0,0,0,0,75,396,0,83,0,0,0
32,1,0,0,0,0,0,0,0,1121,180,0,42,0,0,0
37,1,0,0,0,0,0,0,0,219,48,0,4,0,0,0
0,0,0,0,0,0,0,0,0,117,149,0,61,0,0,1
33,1,0,0,0,0,0,0,0,119,23,0,0,0,0,0
31,1,0,0,0,0,0,0,0,649,606,0,76,0,1,0
37,0,0,1,0,0,0,1,1,237,144,1,73,1,0,0
40,1,0,0,0,0,0,0,0,168,30,0,2,0,0,0
33,1,0,0,0,0,0,0,0,180,80,0,8,0,0,0
35,0,0,0,0,0,0,0,0,237,449,0,65,0,0,0
63,0,0,1,4,0,0,1,1,8,14,1,0,1,0,0
39,0,0,0,0,0,0,0,0,250,272,0,52,0,0,0
39,1,0,0,0,0,0,0,0,70,12,0,2,0,0,0
36,1,0,1,4,4,0,1,1,120,49,1,0,1,1,0
38,0,0,0,0,0,0,0,0,187,159,0,50,0,0,0
35,1,0,0,0,0,0,0,0,373,63,0,46,0,0,0
0,1,0,0,0,0,0,0,0,160,23,0,4,0,0,1
30,0,0,1,0,0,0,1,1,274,51,1,5,1,0,0
0,0,0,0,0,0,0,0,0,310,163,0,59,0,0,1
38,1,0,0,0,0,0,0,0,207,73,0,22,0,9,0
39,1,0,0,0,0,0,0,0,155,44,0,9,0,0,0
39,1,0,0,0,0,0,0,0,1544,1189,0,0,0,20,0
37,1,0,1,4,0,0,1,1,151,33,1,14,1,0,0
0,1,0,0,0,0,0,0,0,235,65,0,8,0,0,1
38,1,0,0,0,0,0,0,0,193,23,0,4,0,0,0
35,0,0,0,0,0,0,0,0,642,358,0,54,0,8,0
33,0,0,0,0,0,0,0,0,238,221,0,49,0,5,0
42,1,0,0,0,0,0,0,0,123,41,0,15,0,0,0
30,1,0,0,0,0,0,0,0,581,315,0,54,0,2,0
35,0,0,0,0,0,0,0,0,163,74,0,17,0,0,0
36,1,0,0,0,0,0,0,0,313,45,0,9,0,0,0
36,0,0,0,0,0,0,0,0,226,164,0,25,0,0,0
41,1,0,0,0,0,0,0,0,81,9,0,1,0,0,0
37,0,0,0,0,0,0,0,0,182,450,0,174,0,0,0
38,1,0,0,0,0,0,0,0,148,47,0,37,0,0,0
32,0,0,0,0,0,0,0,0,540,200,0,47,0,0,0
35,0,0,0,0,0,0,0,0,396,265,0,31,0,0,0
42,1,0,0,0,0,0,0,0,372,48,0,72,0,9,0
33,0,0,1,0,3,10,4,3,158,96,1,84,1,0,0
30,0,0,0,0,0,0,0,0,382,991,0,93,0,2,0
37,1,0,1,8,2,0,1,1,104,71,1,5,8,0,0
40,0,0,1,4,6,0,1,1,372,376,1,138,1,0,0
36,0,0,0,0,0,0,0,0,39,37,0,9,0,0,0
0,0,0,0,0,0,0,0,0,276,166,0,40,0,0,1
39,0,0,0,0,0,0,0,0,137,109,0,27,0,0,0
35,1,0,0,0,0,0,0,0,141,62,0,0,0,5,0
34,0,0,0,0,0,0,0,0,85,260,0,91,0,0,0
37,1,0,0,0,0,0,0,0,227,5,0,4,0,0,0
41,1,0,1,4,0,3,1,5,163,19,4,2,1,2,0
40,1,0,0,0,0,0,0,0,255,35,0,3,0,3,0
42,0,0,0,0,0,0,0,0,265,126,0,53,0,7,0
42,1,0,1,4,0,0,1,1,120,35,1,4,1,0,0
30,1,0,0,0,0,0,0,0,126,126,0,23,0,3,0
36,1,0,0,0,0,0,0,0,331,52,0,13,0,0,0
0,0,0,1,4,2,0,1,1,110,2,5,9,24,0,1
31,0,0,0,0,0,0,0,0,129,25,0,4,0,0,0
35,1,0,0,0,0,0,0,0,122,27,0,4,0,0,0
0,0,0,0,0,0,0,0,0,264,225,0,36,0,0,1
44,0,0,0,0,0,0,0,0,170,72,0,21,0,4,0
0,0,0,0,0,0,0,0,0,247,247,0,80,0,12,1
30,0,0,1,0,5,13,1,7,551,1089,2,170,12,13,0
38,1,0,0,0,0,0,0,0,239,193,0,61,0,0,0
38,0,0,1,1,2,0,1,1,225,660,1,217,1,16,0
34,1,0,1,0,0,7,1,5,348,51,4,11,5,0,0
0,0,0,1,4,1,0,1,1,312,182,1,18,1,0,1
31,1,0,1,0,0,2,1,1,263,67,3,14,1,5,0
0,1,0,0,0,0,0,0,0,729,201,0,23,0,0,1
35,1,0,0,0,0,0,0,0,240,223,0,113,0,0,0
0,0,0,0,0,0,0,0,0,237,115,0,43,0,0,1
0,1,0,0,0,0,0,0,0,241,75,0,26,0,10,1
41,1,0,1,1,1,0,1,1,178,48,1,5,1,1,0
31,1,0,0,0,0,0,0,0,86,26,0,21,0,0,0
37,1,0,0,0,0,0,0,0,203,10,0,4,0,0,0
31,0,0,0,0,0,0,0,0,252,180,0,35,0,0,0
34,0,0,0,0,0,0,0,0,154,334,0,60,0,0,0
33,1,0,0,0,0,0,0,0,195,67,0,14,0,0,0
0,1,0,1,4,1,0,1,1,3041,219,1,30,1,0,1
33,1,0,1,4,2,0,4,13,337,194,9,195,8,5,0
29,0,0,0,0,0,0,0,0,378,316,0,233,0,23,0
39,1,0,1,4,1,0,1,1,218,64,1,39,1,5,0
33,1,0,1,0,0,9,1,1,122,28,1,7,1,12,0
35,1,0,0,0,0,0,0,0,117,193,0,12,0,0,0
37,1,0,1,1,0,0,1,1,119,146,1,25,1,0,0
32,1,0,0,0,0,0,0,0,231,406,0,31,0,0,0
30,1,0,0,0,0,0,0,0,196,33,0,19,0,1,0
31,0,0,0,0,0,0,0,0,396,345,0,84,0,0,0
36,0,0,0,0,0,0,0,0,98,111,0,21,0,0,0
0,0,0,1,0,1,0,1,1,379,427,1,13,1,4,1
68,1,0,1,4,2,0,1,1,44,15,1,4,1,0,0
32,1,0,0,0,0,0,0,0,207,38,0,6,0,6,0
48,1,0,0,0,0,0,0,0,184,28,0,2,0,0,0
37,1,0,1,4,0,0,1,1,113,30,1,1,1,0,0
29,0,0,0,0,0,0,0,0,320,69,0,84,0,0,0
35,0,0,0,0,0,0,0,0,368,249,0,22,0,0,0
36,1,0,0,0,0,0,0,0,122,64,0,3,0,0,0
38,0,0,1,4,3,0,1,1,1274,776,1,139,5,0,0
28,0,0,1,4,3,0,1,1,213,163,1,21,1,0,0
33,0,0,0,0,0,0,0,0,97,172,0,0,0,0,0
33,1,0,1,4,0,0,1,1,271,85,1,67,1,7,0
41,1,0,0,0,0,0,0,0,173,153,0,10,0,0,0
38,1,0,0,0,0,0,0,0,526,169,0,137,0,13,0
34,0,0,0,0,0,0,0,0,190,107,0,22,0,0,0
37,0,0,0,0,0,0,0,0,102,114,0,55,0,0,0
37,0,0,0,0,0,0,0,0,196,198,0,28,0,0,0
36,0,0,0,0,0,0,0,0,193,307,0,13,0,0,0
36,0,0,1,0,2,21,1,10,100,321,5,182,8,11,0
0,1,0,0,0,0,0,0,0,539,157,0,106,0,5,1
29,1,0,1,0,1,0,1,1,205,60,1,2,1,1,0
37,1,0,1,4,1,2,1,2,223,71,4,28,6,8,0
39,0,0,0,0,0,0,0,0,69,36,0,1,0,0,0
36,1,0,0,0,0,0,0,0,271,447,0,59,0,0,0
31,0,0,1,0,0,0,1,1,133,74,1,2,1,0,0
36,1,0,1,4,1,0,1,1,254,33,1,18,12,0,0
38,1,0,0,0,0,0,0,0,154,8,0,3,0,2,0
0,1,0,0,0,0,0,0,0,331,517,0,115,0,19,1
0,1,0,0,0,0,0,0,0,116,19,0,10,0,0,1
43,1,0,1,4,1,3,1,1,513,511,4,48,1,1,0
47,1,0,0,0,0,0,0,0,123,46,0,34,0,0,0
30,1,0,0,0,0,0,0,0,1699,160,0,58,0,0,0
28,0,0,0,0,0,0,0,0,263,318,0,85,0,0,0
30,0,0,0,0,0,0,0,0,308,222,0,27,0,0,0
37,0,0,1,0,1,0,1,1,449,286,1,49,1,0,0
0,0,0,0,0,0,0,0,0,258,150,0,83,0,0,1
37,1,0,0,0,0,0,0,0,217,0,0,58,0,1,0
30,1,0,1,0,0,0,1,1,125,43,1,14,1,0,0
29,0,0,0,0,0,0,0,0,33,31,0,10,0,0,0
30,1,0,1,4,0,0,1,1,144,104,1,70,1,0,0
35,1,0,0,0,0,0,0,0,146,81,0,2,0,0,0
34,1,0,0,0,0,0,0,0,400,465,0,153,0,8,0
34,1,0,0,0,0,0,0,0,414,36,0,40,0,0,0
30,0,0,1,4,2,0,1,1,291,65,1,13,1,0,0
41,1,0,0,0,0,0,0,0,111,64,0,3,0,0,0
33,1,0,1,4,1,0,1,1,159,80,1,49,1,1,0
34,1,0,0,0,0,0,0,0,105,9932,0,29,0,0,0
35,1,0,0,0,0,0,0,0,114,45,0,49,0,0,0
32,0,0,0,0,0,0,0,0,83,112,0,34,0,0,0
61,0,0,1,4,0,14,1,4,897,243,5,99,3,21,0
45,1,0,0,0,0,0,0,0,117,37,0,9,0,0,0
0,0,0,1,0,0,0,1,1,41,400,1,33,1,0,1
40,0,0,0,0,0,0,0,0,204,65,0,6,0,0,0
34,1,0,1,1,1,9,1,1,282,199,5,82,5,0,0
31,1,0,0,0,0,0,0,0,187,89,0,17,0,0,0
35,1,0,0,0,0,0,0,0,158,19,0,6,0,0,0
31,1,0,0,0,0,0,0,0,380,52,0,32,0,0,0
35,1,0,0,0,0,0,0,0,113,153,0,60,0,0,0
44,0,0,1,0,0,0,1,1,265,184,1,46,1,0,0
36,1,0,0,0,0,0,0,0,139,43,0,54,0,13,0
43,1,0,0,0,0,0,0,0,843,83,0,13,0,0,0
37,1,0,0,0,0,0,0,0,359,119,0,39,0,11,0
33,1,0,0,0,0,0,0,0,202,36,0,13,0,0,0
37,1,0,1,4,0,0,1,1,354,56,1,34,1,0,0
36,1,0,1,1,4,0,1,1,111,41,1,9,1,0,0
31,1,0,0,0,0,0,0,0,49,55,0,19,0,2,0
33,1,0,0,0,0,0,0,0,105,11,0,2,0,0,0
0,0,0,0,0,0,0,0,0,1176,554,0,53,0,0,1
29,1,0,1,4,0,6,1,1,66,90,1,10,1,5,0
40,1,0,0,0,0,0,0,0,428,153,0,50,0,0,0
40,1,0,0,0,0,0,0,0,79,7,0,2,0,0,0
36,0,0,0,0,0,0,0,0,414,242,0,69,0,0,0
35,0,0,0,0,0,0,0,0,163,0,0,31,0,0,0
35,1,0,0,0,0,0,0,0,115,20,0,0,0,0,0
34,1,0,0,0,0,0,0,0,178,36,0,3,0,0,0
0,1,0,0,0,0,0,0,0,869,172,0,108,0,4,1
39,0,0,1,4,1,7,2,1,233,261,2,153,1,3,0
33,1,0,1,4,4,0,1,1,225,70,1,35,1,0,0
30,0,0,0,0,0,0,0,0,216,192,0,54,0,0,0
31,1,0,0,0,0,0,0,0,598,733,0,64,0,10,0
39,1,0,1,4,5,30,1,1,151,121,1,284,1,1,0
29,1,0,0,0,0,0,0,0,1815,423,0,87,0,0,0
35,1,0,0,0,0,0,0,0,162,135,0,78,0,1,0
40,0,0,0,0,0,0,0,0,477,1897,0,63,0,0,0
31,1,0,0,0,0,0,0,0,201,142,0,29,0,0,0
39,1,0,0,0,0,0,0,0,58,21,0,17,0,0,0
31,1,0,1,1,5,294,1,1,813,107,1,68,1,0,0
36,0,0,0,0,0,0,0,0,265,198,0,96,0,0,0
32,0,0,1,4,6,0,4,3,405,119,1,46,1,0,0
43,1,0,0,0,0,0,0,0,89,9,0,5,0,0,0
30,1,0,1,4,1,0,1,1,792,441,1,39,1,3,0
29,1,0,0,0,0,0,0,0,1801,484,0,214,0,0,0
36,0,0,0,0,0,0,0,0,121,178,0,31,0,3,0
34,0,0,0,0,0,0,0,0,122,98,0,33,0,0,0
33,1,0,0,0,0,0,0,0,160,29,0,50,0,1,0
33,1,0,0,0,0,0,0,0,176,14,0,35,0,0,0
35,0,0,0,0,0,0,0,0,7732,2469,0,226,0,0,0
38,1,0,0,0,0,0,0,0,228,19,0,24,0,0,0
33,1,0,0,0,0,0,0,0,267,23,0,1,0,0,0
30,0,0,1,4,0,0,1,1,210,171,1,67,1,0,0
0,0,0,0,0,0,0,0,0,127,276,0,70,0,0,1
0,1,0,0,0,0,0,0,0,253,174,0,39,0,0,1
30,1,0,0,0,0,0,0,0,3,96,0,16,0,0,0
36,1,0,0,0,0,0,0,0,344,578,0,181,0,1,0
30,1,0,0,0,0,0,0,0,288,136,0,92,0,0,0
0,1,0,0,0,0,0,0,0,292,308,0,206,0,0,1
42,1,0,0,0,0,0,0,0,291,109,0,51,0,0,0
0,1,0,0,0,0,0,0,0,144,120,0,75,0,0,1
32,1,0,0,0,0,0,0,0,99,126,0,10,0,0,0
37,0,0,0,0,0,0,0,0,160,282,0,60,0,15,0
0,0,0,0,0,0,0,0,0,257,350,0,29,0,0,1
60,1,0,1,4,0,0,1,1,18,5,1,1,1,1,0
30,1,0,0,0,0,0,0,0,269,156,0,26,0,0,0
36,1,0,0,0,0,0,0,0,278,79,0,87,0,5,0
37,1,0,1,4,4,0,5,1,534,156,3,25,1,0,0
33,0,0,1,0,6,0,1,1,206,433,1,40,1,0,0
33,1,0,1,0,3,0,1,9,182,88,6,49,7,0,0
34,1,0,1,4,3,5,1,1,446,120,1,56,2,0,0
34,1,0,1,4,4,0,1,1,277,234,1,38,1,0,0
36,0,0,0,0,0,0,0,0,711,229,0,55,0,4,0
41,1,0,1,0,2,0,1,1,213,44,1,9,1,0,0
30,1,0,0,0,0,0,0,0,215,70,0,35,0,0,0
49,1,0,0,0,0,0,0,0,81,40,0,7,0,0,0
36,1,0,0,0,0,0,0,0,94,25,0,7,0,0,0
31,1,0,1,4,0,11,2,4,112,116,10,57,5,0,0
36,0,0,1,4,3,0,1,1,165,285,1,27,1,0,0
0,1,0,1,4,0,6,1,1,648,7580,2,81,8,14,1
36,1,0,1,1,0,3,1,1,72,21,1,1,1,0,0
36,1,0,0,0,0,0,0,0,91,40,0,12,0,7,0
35,0,0,0,0,0,0,0,0,316,516,0,89,0,0,0
35,1,0,1,4,1,0,1,1,196,86,1,23,1,0,0
30,0,0,0,0,0,0,0,0,178,1404,0,79,0,1,0
35,1,0,0,0,0,0,0,0,2118,333,0,1948,0,0,0
0,0,0,0,0,0,0,0,0,899,261,0,126,0,19,1
39,1,0,0,0,0,0,0,0,114,40,0,66,0,21,0
31,1,0,1,4,0,8,1,1,1660,395,1,286,1,4,0
35,1,0,0,0,0,0,0,0,449,36,0,10,0,0,0
50,1,0,1,4,2,5,4,4,722,244,6,51,1,4,0
36,1,0,1,0,0,5,1,5,139,58,1,9,9,5,0
40,0,0,0,0,0,0,0,0,140,71,0,9,0,0,0
37,0,0,1,4,4,0,1,1,566,418,1,68,1,0,0
0,1,0,1,0,0,0,1,1,121,11,1,2,1,0,1
39,0,0,0,0,0,0,0,0,225,258,0,19,0,0,0
56,1,0,1,4,1,0,1,1,119,23,1,3,1,0,0
31,0,0,1,0,0,0,1,1,298,153,1,28,1,0,0
40,1,0,1,1,8,13,3,8,771,1116,1,334,15,3,0
0,0,0,0,0,0,0,0,0,216,178,0,47,0,0,1
38,1,0,0,0,0,0,0,0,307,58,0,2,0,0,0
34,1,0,0,0,0,0,0,0,147,67,0,9,0,0,0
43,1,0,1,0,0,0,1,1,156,67,1,23,1,0,0
32,1,0,0,0,0,0,0,0,9,74,0,23,0,1,0
40,1,0,0,0,0,0,0,0,246,378,0,217,0,0,0
0,0,0,1,0,1,4,1,1,992,930,5,152,2,22,1
33,1,0,0,0,0,0,0,0,121,164,0,80,0,4,0
42,1,0,1,4,0,10,5,2,53,46,1,0,5,0,0
44,1,0,0,0,0,0,0,0,103,36,0,7,0,1,0
34,0,0,0,0,0,0,0,0,376,418,0,59,0,0,0
47,1,0,1,4,0,0,1,1,29,16,1,0,1,0,0
0,0,0,0,0,0,0,0,0,833,292,0,0,0,8,1
33,0,0,0,0,0,0,0,0,233,229,0,38,0,0,0
38,1,0,1,0,0,0,1,1,231,47,1,126,1,0,0
30,1,0,1,4,2,0,1,10,46,108,2,58,10,0,0
34,0,0,0,0,0,0,0,0,865,594,0,124,0,9,0
28,1,0,0,0,0,0,0,0,877,144,0,70,0,0,0
39,1,0,0,0,0,0,0,0,66,53,0,42,0,0,0
32,0,0,0,0,0,0,0,0,170,395,0,125,0,0,0
36,0,0,0,0,0,0,0,0,94,832,0,42,0,0,0
36,0,0,0,0,0,0,0,0,215,211,0,13,0,0,0
30,0,0,0,0,0,0,0,0,278,417,0,86,0,0,0
34,1,0,0,0,0,0,0,0,195,31,0,12,0,9,0
0,1,0,0,0,0,0,0,0,163,115,0,31,0,9,1
54,1,0,1,4,3,0,1,3,54,47,7,5,3,0,0
0,1,0,0,0,0,0,0,0,156,169,0,112,0,1,1
40,0,0,0,0,0,0,0,0,215,153,0,17,0,2,0
0,1,0,0,0,0,0,0,0,195,783,0,16,0,20,1
32,1,0,0,0,0,0,0,0,249,7,0,6,0,0,0
39,0,0,0,0,0,0,0,0,91,132,0,12,0,0,0
30,1,0,1,0,7,0,1,1,322,71,1,36,1,5,0
34,0,0,1,4,3,7,1,1,137,215,1,35,1,0,0
33,0,0,0,0,0,0,0,0,109,728,0,99,0,0,0
32,1,0,1,4,0,0,1,1,158,13,1,2,1,0,0
60,1,0,1,4,0,1,1,1,157,14,1,6,1,0,0
37,0,0,0,0,0,0,0,0,354,747,0,106,0,0,0
34,0,0,1,4,0,0,1,1,125,256,1,25,1,0,0
33,1,0,0,0,0,0,0,0,82,47,0,1,0,0,0
29,1,0,1,1,1,11,1,1,1934,272,2,256,6,2,0
34,1,0,1,0,1,0,1,1,379,208,1,34,1,0,0
40,0,0,0,0,0,0,0,0,118,223,0,28,0,6,0
35,1,0,0,0,0,0,0,0,226,60,0,32,0,0,0
36,1,0,1,4,0,7,1,2,348,31,3,20,3,0,0
30,1,0,1,6,0,0,1,1,7,24,4,0,1,0,0
34,0,0,0,0,0,0,0,0,249,437,0,111,0,0,0
0,1,0,0,0,0,0,0,0,112,87,0,17,0,0,1
39,1,0,0,0,0,0,0,0,138,73,0,18,0,6,0
38,0,0,0,0,0,0,0,0,298,122,0,9,0,1,0
0,1,0,0,0,0,0,0,0,347,20,0,19,0,0,1
36,1,0,0,0,0,0,0,0,58,46,0,13,0,0,0
42,1,0,0,0,0,0,0,0,60,35,0,3,0,0,0
41,1,0,1,0,1,0,1,1,124,40,1,16,1,0,0
37,1,0,0,0,0,0,0,0,83,39,0,1,0,0,0
36,1,0,0,0,0,0,0,0,154,35,0,2,0,0,0
38,1,0,1,0,0,32,1,1,363,113,1,4,4,21,0
36,1,0,0,0,0,0,0,0,112,53,0,1,0,0,0
0,1,0,0,0,0,0,0,0,50,43,0,31,0,0,1
41,1,0,1,0,0,0,1,1,91,28,1,3,31,0,0
37,1,0,0,0,0,0,0,0,199,39,0,0,0,3,0
0,1,0,1,4,0,43,4,26,188,90,5,32,4,0,1
38,1,0,1,4,0,0,1,1,91,11,1,0,1,0,0
30,0,0,0,0,0,0,0,0,214,273,0,39,0,1,0
35,0,0,1,4,0,0,1,1,188,121,1,24,2,0,0
44,1,0,1,0,1,0,1,1,293,120,1,15,1,0,0
33,1,0,0,0,0,0,0,0,110,48,0,2,0,0,0
0,1,0,1,4,0,0,1,4,678,85,7,6,5,0,1
43,1,0,0,0,0,0,0,0,243,77,0,23,0,10,0
0,1,0,0,0,0,0,0,0,263,52,0,21,0,0,1
36,1,0,0,0,0,0,0,0,28,25,0,0,0,0,0
0,0,0,0,0,0,0,0,0,397,116,0,117,0,0,1
35,1,0,0,0,0,0,0,0,184,41,0,12,0,0,0
33,0,0,1,0,0,0,1,1,318,140,1,60,1,0,0
37,1,0,0,0,0,0,0,0,250,39,0,10,0,0,0
42,1,0,1,4,3,0,1,1,164,54,2,22,5,0,0
32,0,0,0,0,0,0,0,0,352,317,0,84,0,0,0
30,0,0,1,0,1,0,1,1,187,511,1,65,1,0,0
0,1,0,0,0,0,0,0,0,555,4,0,68,0,0,1
30,1,0,0,0,0,0,0,0,80,159,0,251,0,0,0
36,1,0,1,4,1,0,1,1,147,33,1,5,1,0,0
0,1,0,1,4,4,0,1,1,130,22,1,5,1,0,1
36,1,0,0,0,0,0,0,0,526,62,0,0,0,0,0
33,1,0,0,0,0,0,0,0,710,158,0,120,0,7,0
57,1,0,0,0,0,0,0,0,157,58,0,42,0,0,0
34,0,0,1,0,0,10,1,1,373,175,1,23,1,0,0
35,1,0,0,0,0,0,0,0,241,43,0,7,0,0,0
37,1,0,0,0,0,0,0,0,550,168,0,46,0,1,0
34,0,0,0,0,0,0,0,0,376,308,0,93,0,0,0
